population_size;candidate_max_size;crossover_rate; mutation_rate;new_candidates_rate; num_elites
100;42;0.9;0.4;0.4;1
Generation;Fitness;Candidate;Reactions
15;0;{1, 2, 3, 7, 9, 10, 12, 13, 14, 16, 18, 20, 21, 22, 23, 24, 25, 27, 28, 32, 34, 35, 36, 37, 41, 42, 45, 48, 49, 50, 51, 52, 53, 54};['R_EX_M_arg__L__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_cyan__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense'] 
15;0;{3, 37, 9, 11, 44, 46, 47, 54, 25, 26, 29, 31};['R_EX_M_asp__L__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense', 'R_EX_M_cyan__extr_pool', 'R_EX_M_so4__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_tsul__extr_pool'] 
15;0;{1, 6, 7, 10, 11, 14, 15, 16, 19, 20, 21, 23, 24, 25, 28, 30, 32, 33, 37, 38, 40, 43, 44, 50, 51, 52, 55};['R_EX_M_arg__L__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_cyan__extr_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_so3__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_EX_M_ac__extr_pool', 'R_EX_M_amet__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
15;0;{32, 34, 36, 38, 39, 43, 12, 13, 14};['R_EX_M_no2__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_ac__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_C00819__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_gly__extr_pool'] 
15;0;{0, 1, 2, 4, 5, 7, 9, 13, 22, 23, 24, 26, 29, 33, 34, 35, 36, 38, 41, 42, 43, 49, 51, 52, 54};['R_EX_M_nh4__extr_pool', 'R_EX_M_arg__L__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_so4__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_ac__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense'] 
15;0;{1, 3, 7, 8, 9, 10, 12, 13, 16, 19, 20, 21, 22, 25, 26, 27, 30, 33, 35, 37, 38, 40, 41, 42, 44, 46, 47, 49, 54};['R_EX_M_arg__L__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_EX_M_cyan__extr_pool', 'R_EX_M_so4__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_so3__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_EX_M_ac__extr_pool', 'R_EX_M_amet__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense'] 
15;0;{0, 1, 2, 5, 7, 45, 46, 49, 18, 52, 55, 27, 29};['R_EX_M_nh4__extr_pool', 'R_EX_M_arg__L__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense', 'R_EX_M_fe2__extr_pool', 'R_EX_M_e_Biomass__extr_pool'] 
15;0;{1, 4, 6, 7, 9, 11, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 33, 36, 38, 39, 40, 42, 43, 44, 47, 48, 49, 51, 53, 54};['R_EX_M_arg__L__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_cyan__extr_pool', 'R_EX_M_so4__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_ac__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_amet__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense'] 
15;0;{0, 32, 2, 5, 6, 39, 42, 11, 10, 46, 47, 48, 14, 22, 54, 29, 31};['R_EX_M_nh4__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_h__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_tsul__extr_pool'] 
15;0;{0, 1, 2, 4, 5, 8, 11, 12, 13, 14, 16, 18, 19, 22, 26, 31, 32, 34, 35, 39, 42, 44, 46, 47, 49, 50, 52, 53, 54};['R_EX_M_nh4__extr_pool', 'R_EX_M_arg__L__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_EX_M_so4__extr_pool', 'R_EX_M_tsul__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense'] 
15;0;{32, 1, 2, 35, 4, 5, 39, 8, 7, 42, 44, 16, 48, 51, 21, 22, 55, 25, 27, 30};['R_EX_M_no2__extr_pool', 'R_EX_M_arg__L__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_pi__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense', 'R_EX_M_cyan__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_so3__extr_pool'] 
16;0.9943019943019943;{18, 27};['R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9914529914529915;{17, 18, 44};['R_EX_M_ala__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool'] 
16;0.9914529914529915;{18, 27, 47};['R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_acorn__extr_pool'] 
16;0.9914529914529915;{18, 27, 52};['R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_aspsa__extr_pool'] 
16;0.9914529914529915;{18, 27, 14};['R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_gly__extr_pool'] 
16;0.9914529914529915;{25, 18, 27};['R_EX_M_cyan__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9914529914529915;{51, 18, 27};['R_EX_M_glu__D__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9914529914529915;{18, 27, 20};['R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_met__L__extr_pool'] 
16;0.9914529914529915;{48, 18, 44};['R_EX_M_26dap__M__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool'] 
16;0.9914529914529915;{18, 27, 21};['R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_e_Biomass__cytop_pool'] 
16;0.9914529914529915;{48, 18, 27};['R_EX_M_26dap__M__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9914529914529915;{8, 18, 44};['R_EX_M_phe__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool'] 
16;0.9914529914529915;{27, 2, 18};['R_EX_M_fe2__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_fol__extr_pool'] 
16;0.9914529914529915;{18, 44, 21};['R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_e_Biomass__cytop_pool'] 
16;0.9886039886039886;{41, 18, 27, 21};['R_EX_M_4pasp__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_e_Biomass__cytop_pool'] 
16;0.9886039886039886;{18, 44, 5, 14};['R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_gly__extr_pool'] 
16;0.9886039886039886;{32, 1, 18, 27};['R_EX_M_no2__extr_pool', 'R_EX_M_arg__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9886039886039886;{18, 2, 27, 15};['R_EX_M_fol__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_leu__L__extr_pool'] 
16;0.9886039886039886;{1, 18, 27, 44};['R_EX_M_arg__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_fe3__extr_pool'] 
16;0.9886039886039886;{18, 27, 7, 47};['R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_acorn__extr_pool'] 
16;0.9886039886039886;{48, 18, 27, 44};['R_EX_M_26dap__M__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_fe3__extr_pool'] 
16;0.9886039886039886;{18, 44, 38, 30};['R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_ac__extr_pool', 'R_EX_M_so3__extr_pool'] 
16;0.9886039886039886;{32, 18, 44, 21};['R_EX_M_no2__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_e_Biomass__cytop_pool'] 
16;0.9886039886039886;{18, 27, 52, 21};['R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_e_Biomass__cytop_pool'] 
16;0.9886039886039886;{48, 49, 18, 27};['R_EX_M_26dap__M__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9886039886039886;{25, 18, 27, 44};['R_EX_M_cyan__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_fe3__extr_pool'] 
16;0.9886039886039886;{51, 18, 27, 21};['R_EX_M_glu__D__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_e_Biomass__cytop_pool'] 
16;0.9886039886039886;{0, 18, 27, 28};['R_EX_M_nh4__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_no3__extr_pool'] 
16;0.9886039886039886;{18, 27, 52, 14};['R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_gly__extr_pool'] 
16;0.9886039886039886;{48, 18, 44, 14};['R_EX_M_26dap__M__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_gly__extr_pool'] 
16;0.9886039886039886;{1, 18, 27, 50};['R_EX_M_arg__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_26dap_LL__extr_pool'] 
16;0.9886039886039886;{18, 27, 52, 5};['R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_pi__extr_pool'] 
16;0.9886039886039886;{27, 18, 2, 52};['R_EX_M_fe2__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_aspsa__extr_pool'] 
16;0.9886039886039886;{27, 26, 18, 14};['R_EX_M_fe2__extr_pool', 'R_EX_M_so4__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_gly__extr_pool'] 
16;0.9886039886039886;{33, 18, 27, 44};['R_EX_M_hco3__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_fe3__extr_pool'] 
16;0.9886039886039886;{16, 18, 44, 28};['R_EX_M_thr__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_no3__extr_pool'] 
16;0.9886039886039886;{11, 18, 27, 52};['R_EX_M_fru__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_aspsa__extr_pool'] 
16;0.9886039886039886;{18, 52, 21, 44};['R_EX_M_fol__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_M_fe3__extr_pool'] 
16;0.9886039886039886;{40, 2, 18, 44};['R_EX_M_amet__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool'] 
16;0.9886039886039886;{8, 18, 27, 12};['R_EX_M_phe__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_his__L__extr_pool'] 
16;0.9886039886039886;{8, 2, 18, 27};['R_EX_M_phe__L__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9886039886039886;{49, 18, 27, 47};['R_EX_M_hcys__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_acorn__extr_pool'] 
16;0.9886039886039886;{32, 18, 44, 38};['R_EX_M_no2__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_ac__extr_pool'] 
16;0.9857549857549858;{41, 44, 18, 52, 27};['R_EX_M_4pasp__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{33, 18, 52, 24, 27};['R_EX_M_hco3__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{33, 12, 18, 21, 27};['R_EX_M_hco3__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{44, 50, 18, 21, 27};['R_EX_M_fe3__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{5, 14, 18, 20, 27};['R_EX_M_pi__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{33, 8, 48, 18, 27};['R_EX_M_hco3__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{41, 18, 52, 21, 27};['R_EX_M_4pasp__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{49, 18, 25, 27, 28};['R_EX_M_hcys__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_cyan__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_no3__extr_pool'] 
16;0.9857549857549858;{14, 49, 18, 17, 27};['R_EX_M_gly__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{2, 38, 44, 15, 18};['R_EX_M_s__extr_pool', 'R_EX_M_ac__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_fol__extr_pool'] 
16;0.9857549857549858;{10, 12, 44, 18, 28};['R_EX_M_h2o__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_no3__extr_pool'] 
16;0.9857549857549858;{14, 48, 18, 20, 27};['R_EX_M_gly__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{4, 48, 18, 50, 27};['R_EX_M_glc__aD__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{41, 48, 18, 52, 27};['R_EX_M_4pasp__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_fe2__extr_pool'] 
16;0.9857549857549858;{37, 44, 18, 19, 53};['R_EX_M_ppi__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_EX_M_ahcys__extr_pool'] 
16;0.9857549857549858;{11, 44, 15, 18, 51};['R_EX_M_fru__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_glu__D__extr_pool'] 
16;0;{32, 33, 1, 0, 36, 38, 6, 41, 10, 42, 12, 14, 15, 51, 52, 20, 21, 28, 29, 30};['R_EX_M_no2__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_arg__L__extr_pool', 'R_EX_M_nh4__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_ac__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_so3__extr_pool'] 
16;0;{0, 7, 15, 17, 51, 52, 21, 29};['R_EX_M_nh4__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_M_e_Biomass__extr_pool'] 
16;0;{1, 2, 10, 11, 12, 15, 18, 22, 24, 25, 28, 29, 31, 32, 33, 35, 41, 42, 44, 47, 49, 51, 55};['R_EX_M_arg__L__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_cyan__extr_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_tsul__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
16;0;{0, 3, 5, 6, 8, 9, 10, 20, 21, 25, 27, 28, 29, 31, 34, 35, 39, 46, 47, 49, 51, 52, 54};['R_EX_M_nh4__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_M_cyan__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_tsul__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense'] 
